0	1	0
0	0.967	0
0	0.971	0
0.936	0.971	1
0	0.979	0
0	0.976	0
0.003	0.972	0
0	0.975	0
1	0.992	1
1	0.984	1
0	0.969	0
0	0.977	0
0	0.976	0
0.568	0.98	1
0.001	0.965	0
0.036	0.969	0
0.305	0.977	0
0	0.972	0
0.005	0.975	0
0.031	0.977	0
0.042	0.978	0
0	0.981	0
0.006	0.98	0
0.127	0.982	0
0	0.983	0
1	0.98	1
0.979	0.984	1
0.999	0.968	1
0	0.966	0
0	0.974	0
1	0.994	1
0	0.978	0
1	0.988	1
0.888	0.976	1
0	0.97	0
0	0.966	0
0.095	0.977	0
0.999	0.98	1
0	0.977	0
0	0.966	0
0.001	0.969	0
0	0.974	0
0	0.966	0
0.008	0.985	0
0.002	0.961	0
0.677	0.975	0
1	0.994	1
0	0.974	0
0	0.972	0
0	0.958	0
0.03	0.984	0
1	0.986	1
0	0.973	0
0.973	0.972	1
0.993	0.976	1
0	0.968	0
1	0.985	1
0.978	0.977	1
0	0.969	0
0.402	0.981	0
0.001	0.966	0
0	0.967	0
0.004	0.986	0
1	0.986	1
1	0.979	1
0	0.979	0
0.001	0.97	0
0.025	0.974	0
1	0.992	1
0.003	0.968	0
0.003	0.971	0
0	0.976	0
1	0.989	1
0.001	0.963	0
0.003	0.967	0
0.008	0.977	0
0	0.978	0
0.008	0.967	0
0	0.982	0
0	0.98	0
1	0.983	1
0.013	0.974	0
0.983	0.989	1
0	0.973	0
0.001	0.969	0
0	0.973	0
1	0.98	1
0	0.96	0
1	0.986	1
0.008	0.968	0
0	1	0
1	0.987	1
0	0.967	0
1	0.983	1
1	0.988	1
0.005	0.974	0
0.644	0.984	1
0.994	0.985	1
0.002	0.964	0
0	0.976	0
0	0.965	0
0.184	0.97	0
0	0.971	0
0.011	0.972	0
0	0.977	0
0.004	0.971	0
0	1	0
0	0.978	0
0	0.96	0
0	0.964	0
0.358	0.969	0
1	0.975	1
0.001	0.974	0
1	0.979	1
0	0.962	0
0.97	0.987	1
0.999	0.982	1
0	1	0
1	0.978	1
0	0.977	0
0.008	0.975	0
0	0.972	0
0.001	0.977	0
1	0.991	1
0.021	0.968	0
0	0.975	0
1	0.978	1
0.866	0.975	1
0.998	0.974	1
1	0.979	1
1	0.987	1
1	0.988	1
1	0.988	1
1	0.985	1
0	0.974	0
0	1	0
0.034	0.98	0
0.007	0.979	0
0	0.97	0
1	0.98	1
0	0.972	0
1	0.992	1
0	1	0
0.005	0.966	0
0	0.968	0
0.58	0.974	0
0	0.969	0
0	0.962	0
0.809	0.975	1
0.462	0.971	0
0.001	0.969	0
1	0.992	1
0	0.971	0
0	0.965	0
1	0.988	1
0	0.979	0
0	0.963	0
1	0.983	1
0	0.975	0
1	0.98	1
0	0.971	0
1	0.977	1
1	0.996	1
0	0.966	0
1	0.979	1
0	0.981	0
1	0.992	1
1	0.973	1
0	1	0
0.078	0.965	1
0	0.965	0
0	0.961	0
1	0.981	1
0.004	0.974	0
0.002	0.968	0
0.165	0.982	0
0.999	0.976	1
1	0.994	1
1	0.988	1
1	0.99	1
0.02	0.965	0
0.014	0.975	0
0.001	0.981	0
0.023	0.969	0
1	0.981	1
1	0.988	1
0	1	0
0	0.967	0
0	0.965	0
0.085	0.983	0
0	0.979	0
0.017	0.977	0
0.99	0.968	1
0	0.968	0
0.014	0.974	0
1	0.991	1
0.906	0.978	1
0	0.977	0
1	0.986	1
0	0.963	0
0	0.965	0
0.008	0.972	0
0	0.971	0
1	0.972	1
0	0.969	0
0	0.97	0
0.049	0.975	0
1	0.977	1
0.016	0.969	0
1	0.997	1
0	0.977	0
1	0.98	1
1	0.988	1
0.987	0.986	1
0	0.968	0
1	0.982	1
0.996	0.987	1
0.998	0.98	1
0	0.973	0
0	0.97	0
1	0.979	1
1	0.994	1
0.003	0.978	0
0	0.98	0
0	0.989	0
0	1	0
0.025	0.973	0
0	0.969	0
0	0.974	0
0	0.972	0
1	0.983	1
0.001	0.969	0
0.165	0.975	0
0.001	0.975	0
1	0.979	1
1	0.983	1
1	0.98	1
0.572	0.975	1
0.173	0.978	0
0	0.976	0
0	0.971	0
1	0.988	1
0.014	0.965	1
0.001	0.966	0
0	0.978	0
0.996	0.988	1
1	0.98	1
0.221	0.982	0
0.01	0.976	0
0	0.974	0
0.007	0.969	0
0	0.973	0
0.998	0.979	1
0.71	0.993	1
0.12	0.986	0
0.248	0.976	0
0.002	0.967	0
0	0.968	0
0.014	0.98	0
0	0.978	0
1	0.98	1
0	0.963	0
1	0.975	1
0	0.977	0
0.995	0.981	1
0	0.963	0
0.01	0.975	0
0	0.98	0
0.999	0.971	1
0	0.967	0
1	0.975	1
1	0.984	1
1	0.977	1
0	0.968	0
0	0.976	0
1	0.979	1
1	0.97	1
0	0.963	0
0.004	0.985	0
0.999	0.977	1
0.999	0.988	1
0	1	0
0.007	0.966	0
0	0.969	0
0.619	0.976	1
0.858	0.978	1
0.038	0.973	0
0.98	0.981	1
0	0.96	0
0	1	0
0	0.977	0
1	0.982	1
0	0.977	0
1	0.982	1
0	0.982	0
1	0.985	1
1	0.975	1
0	0.973	0
0.047	0.982	0
1	0.985	1
0.047	0.975	0
0	0.97	0
1	0.978	1
1	0.995	1
1	0.986	1
0.963	0.967	1
0	0.97	0
0.001	0.977	0
1	0.989	1
0	0.971	0
0.978	0.965	1
0.162	0.97	0
1	0.979	1
0.002	0.976	0
1	0.987	1
0	0.967	0
0	0.976	0
0.112	0.983	0
0	0.972	0
1	0.985	1
0	0.965	0
0.001	0.975	0
0	0.993	0
0.001	0.965	0
0	0.961	0
0.001	0.973	0
0.994	0.971	1
0	0.961	0
0.999	0.98	1
0.999	0.971	1
0	0.963	0
0	0.966	0
1	0.983	1
0	0.971	0
0.002	0.964	0
0.068	0.976	0
0	0.973	0
0.001	0.982	0
0.005	0.976	0
1	0.991	1
0	0.974	0
0.043	0.965	1
0.018	0.985	0
0.909	0.974	1
0	1	0
0	0.974	0
1	0.981	1
0	0.985	0
0.161	0.985	0
0	0.97	0
0	0.961	0
0	0.96	0
0	0.977	0
0	0.973	0
0.075	0.977	0
0	0.967	0
1	0.988	1
1	0.981	1
0	0.967	0
1	0.972	1
0.999	0.992	1
1	0.971	1
0	0.97	0
1	0.982	1
0	0.98	0
1	0.993	1
0.995	0.992	1
1	0.977	1
0	0.973	0
0.001	0.978	0
0.12	0.976	0
0	0.965	0
1	0.998	1
1	0.986	1
