0.005 	 0.082 	 0
0.006 	 0.069 	 0
0.006 	 0.069 	 0
0.006 	 0.127 	 0
0.007 	 0.379 	 0
0.007 	 0.051 	 0
0.007 	 0.028 	 0
0.007 	 0.029 	 0
0.007 	 0.023 	 0
0.007 	 0.029 	 0
0.007 	 0.064 	 0
0.008 	 0.034 	 0
0.008 	 0.089 	 0
0.008 	 0.022 	 0
0.008 	 0.065 	 0
0.008 	 0.017 	 0
0.008 	 0.025 	 0
0.008 	 0.065 	 0
0.008 	 0.035 	 0
0.008 	 0.099 	 0
0.008 	 0.080 	 0
0.009 	 0.033 	 0
0.009 	 0.086 	 0
0.009 	 0.050 	 0
0.009 	 0.018 	 0
0.009 	 0.116 	 0
0.009 	 0.062 	 0
0.009 	 0.466 	 0
0.010 	 0.076 	 0
0.010 	 0.035 	 0
0.010 	 0.056 	 0
0.010 	 0.115 	 0
0.010 	 0.030 	 0
0.010 	 0.017 	 0
0.010 	 0.027 	 0
0.010 	 0.017 	 0
0.010 	 0.138 	 0
0.010 	 0.076 	 0
0.010 	 0.100 	 0
0.010 	 0.055 	 0
0.010 	 0.107 	 0
0.011 	 0.047 	 0
0.011 	 0.099 	 0
0.011 	 0.381 	 0
0.011 	 0.100 	 0
0.011 	 0.022 	 0
0.011 	 0.022 	 0
0.011 	 0.072 	 0
0.011 	 0.066 	 0
0.011 	 0.089 	 0
0.011 	 0.094 	 0
0.012 	 0.078 	 0
0.012 	 0.016 	 0
0.012 	 0.034 	 0
0.012 	 0.138 	 0
0.012 	 0.039 	 0
0.012 	 0.074 	 0
0.012 	 0.067 	 0
0.012 	 0.022 	 0
0.012 	 0.073 	 0
0.012 	 0.018 	 0
0.012 	 0.057 	 0
0.012 	 0.505 	 0
0.012 	 0.014 	 0
0.012 	 0.022 	 0
0.012 	 0.018 	 0
0.012 	 0.074 	 0
0.012 	 0.067 	 0
0.012 	 0.066 	 0
0.013 	 0.080 	 0
0.013 	 0.107 	 0
0.013 	 0.086 	 0
0.013 	 0.026 	 0
0.013 	 0.044 	 0
0.013 	 0.025 	 0
0.013 	 0.306 	 0
0.013 	 0.220 	 0
0.014 	 0.095 	 0
0.014 	 0.064 	 0
0.014 	 0.055 	 0
0.014 	 0.139 	 0
0.014 	 0.019 	 0
0.014 	 0.193 	 0
0.014 	 0.050 	 0
0.014 	 0.021 	 0
0.014 	 0.068 	 0
0.014 	 0.091 	 0
0.014 	 0.016 	 0
0.014 	 0.024 	 0
0.014 	 0.030 	 0
0.014 	 0.028 	 0
0.014 	 0.036 	 0
0.014 	 0.095 	 0
0.014 	 0.078 	 0
0.015 	 0.026 	 0
0.015 	 0.026 	 0
0.015 	 0.061 	 0
0.015 	 0.024 	 0
0.015 	 0.028 	 0
0.015 	 0.032 	 0
0.015 	 0.035 	 0
0.015 	 0.065 	 0
0.015 	 0.030 	 0
0.015 	 0.082 	 0
0.015 	 0.091 	 0
0.015 	 0.048 	 0
0.015 	 0.038 	 0
0.015 	 0.040 	 0
0.015 	 0.063 	 0
0.015 	 0.028 	 0
0.015 	 0.039 	 0
0.015 	 0.114 	 0
0.015 	 0.161 	 0
0.015 	 0.082 	 0
0.015 	 0.038 	 0
0.015 	 0.140 	 0
0.015 	 0.041 	 0
0.015 	 0.049 	 0
0.015 	 0.029 	 0
0.015 	 0.020 	 0
0.015 	 0.185 	 0
0.015 	 0.016 	 0
0.015 	 0.041 	 0
0.016 	 0.044 	 0
0.016 	 0.078 	 0
0.016 	 0.329 	 0
0.016 	 0.072 	 0
0.016 	 0.049 	 0
0.016 	 0.046 	 0
0.016 	 0.049 	 0
0.016 	 0.029 	 0
